"Time","emqx-0"
2023-07-15 19:42:30,5.44
2023-07-15 19:42:45,5.44
2023-07-15 19:43:00,5.44
2023-07-15 19:43:15,5.44
2023-07-15 19:43:30,5.44
2023-07-15 19:43:45,5.44
2023-07-15 19:44:00,5.44
2023-07-15 19:44:15,5.44
2023-07-15 19:44:30,5.44
2023-07-15 19:44:45,5.44
2023-07-15 19:45:00,5.45
2023-07-15 19:45:15,5.45
2023-07-15 19:45:30,5.45
2023-07-15 19:45:45,5.45
2023-07-15 19:46:00,5.45
2023-07-15 19:46:15,5.45
2023-07-15 19:46:30,5.45
2023-07-15 19:46:45,5.45
2023-07-15 19:47:00,5.45
2023-07-15 19:47:15,5.45
2023-07-15 19:47:30,5.46
2023-07-15 19:47:45,5.46
2023-07-15 19:48:00,5.46
2023-07-15 19:48:15,5.46
2023-07-15 19:48:30,5.46
2023-07-15 19:48:45,5.46
2023-07-15 19:49:00,5.46
2023-07-15 19:49:15,5.46
2023-07-15 19:49:30,5.47
2023-07-15 19:49:45,5.47
2023-07-15 19:50:00,5.47
2023-07-15 19:50:15,5.47
2023-07-15 19:50:30,5.47
2023-07-15 19:50:45,5.47
2023-07-15 19:51:00,5.48
2023-07-15 19:51:15,5.48
2023-07-15 19:51:30,5.48
2023-07-15 19:51:45,5.48
2023-07-15 19:52:00,5.48
2023-07-15 19:52:15,5.48
2023-07-15 19:52:30,5.49
2023-07-15 19:52:45,5.49
2023-07-15 19:53:00,5.49
2023-07-15 19:53:15,5.49
2023-07-15 19:53:30,5.49
2023-07-15 19:53:45,5.49
2023-07-15 19:54:00,5.50
2023-07-15 19:55:30,5.51
2023-07-15 19:55:45,5.51
2023-07-15 19:56:00,5.51
2023-07-15 19:56:15,5.51
2023-07-15 19:58:00,5.52
2023-07-15 19:58:15,5.52
2023-07-15 19:58:45,5.53
2023-07-15 19:59:00,5.53
2023-07-15 20:00:30,5.54
2023-07-15 20:00:45,5.54
2023-07-15 20:01:00,5.54
2023-07-15 20:01:15,5.54
2023-07-15 20:01:30,5.55
2023-07-15 20:03:45,5.56
2023-07-15 20:04:00,5.56
2023-07-15 20:04:15,5.57
2023-07-15 20:04:30,5.57
2023-07-15 20:05:00,5.57
2023-07-15 20:05:15,5.57
2023-07-15 20:05:30,5.57
2023-07-15 20:05:45,5.58
2023-07-15 20:06:00,5.58
2023-07-15 20:06:15,5.58
2023-07-15 20:06:30,5.58
2023-07-15 20:06:45,5.58
2023-07-15 20:07:00,5.58
2023-07-15 20:07:15,5.58
2023-07-15 20:07:30,5.59
2023-07-15 20:07:45,5.59
2023-07-15 20:08:00,5.59
2023-07-15 20:08:15,5.59
2023-07-15 20:08:30,5.59
2023-07-15 20:08:45,5.59
2023-07-15 20:09:00,5.60
2023-07-15 20:09:15,5.60
2023-07-15 20:09:30,5.60
2023-07-15 20:09:45,5.60
2023-07-15 20:10:00,5.60
2023-07-15 20:10:15,5.60
2023-07-15 20:10:30,5.60
2023-07-15 20:10:45,5.60
2023-07-15 20:11:00,5.61
2023-07-15 20:11:15,5.61
2023-07-15 20:11:30,5.61
2023-07-15 20:11:45,5.61
2023-07-15 20:12:00,5.61
2023-07-15 20:12:15,5.61
2023-07-15 20:12:30,5.61
2023-07-15 20:12:45,5.61
2023-07-15 20:13:00,5.61
2023-07-15 20:13:15,5.61
2023-07-15 20:13:30,5.61
2023-07-15 20:13:45,5.61
2023-07-15 20:14:00,5.62
2023-07-15 20:14:15,5.62
2023-07-15 20:14:30,5.62
2023-07-15 20:14:45,5.62
2023-07-15 20:15:00,5.62
2023-07-15 20:15:15,5.62
2023-07-15 20:15:30,5.62
2023-07-15 20:15:45,5.62
2023-07-15 20:16:00,5.62
2023-07-15 20:16:15,5.62
2023-07-15 20:16:30,5.62
2023-07-15 20:16:45,5.62
2023-07-15 20:17:00,5.62
2023-07-15 20:17:15,5.62
2023-07-15 20:17:30,5.62
2023-07-15 20:17:45,5.63
2023-07-15 20:18:00,5.63
2023-07-15 20:18:15,5.63
2023-07-15 20:18:30,5.63
2023-07-15 20:18:45,5.63
2023-07-15 20:19:00,5.63
2023-07-15 20:19:15,5.63
2023-07-15 20:19:30,5.63
2023-07-15 20:19:45,5.63
2023-07-15 20:20:00,5.63
2023-07-15 20:20:15,5.63
2023-07-15 20:20:30,5.63
2023-07-15 20:20:45,5.63
2023-07-15 20:21:00,5.63
2023-07-15 20:21:15,5.63
2023-07-15 20:21:30,5.63
2023-07-15 20:21:45,5.63
2023-07-15 20:22:00,5.63
2023-07-15 20:22:15,5.63
2023-07-15 20:22:30,5.64
2023-07-15 20:22:45,5.64
2023-07-15 20:23:00,5.64
2023-07-15 20:23:15,5.64
2023-07-15 20:23:30,5.64
2023-07-15 20:23:45,5.64
2023-07-15 20:24:00,5.64
2023-07-15 20:24:15,5.64
2023-07-15 20:24:30,5.64
2023-07-15 20:24:45,5.64
2023-07-15 20:25:00,5.64
2023-07-15 20:25:15,5.64
2023-07-15 20:25:30,5.64
2023-07-15 20:25:45,5.64
2023-07-15 20:26:00,5.64
2023-07-15 20:26:15,5.64
2023-07-15 20:26:30,5.64
2023-07-15 20:26:45,5.64
2023-07-15 20:27:00,5.64
2023-07-15 20:27:15,5.64
2023-07-15 20:27:30,5.64
2023-07-15 20:27:45,5.64
2023-07-15 20:28:00,5.64
2023-07-15 20:28:15,5.64

